figure_panel,regimen,biomarker,curve,time_day,value,units,digitization_note
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,26.0,1.53577,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,26.25,1.51225,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,26.5,1.48909,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,26.75,1.48909,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,27.0,1.46629,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,27.25,1.44383,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,27.5,1.44383,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,27.75,1.41491,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,28.0,1.39995,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,28.25,1.37851,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,28.5,1.3574,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,28.75,1.3574,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,29.0,1.3574,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,29.25,1.31614,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,29.5,1.31614,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,29.75,1.31614,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,30.0,1.27614,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,30.25,1.27614,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,30.5,1.2566,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,30.75,1.23735,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,31.0,1.23735,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,31.25,1.23735,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,31.5,1.23735,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,31.75,1.2184,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,32.0,1.2184,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,32.25,1.19974,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,32.5,1.19974,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,32.75,1.19235,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,33.0,1.16328,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,33.25,1.16328,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,33.5,1.16328,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,33.75,1.15702,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,34.0,1.14546,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
A,20 mg C1D1; 20 mg Day 1 subsequent cycles,IL6,median_green,34.25,1.12792,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
