figure_panel,regimen,patient_rank_fraction,approx_virtual_patient_rank_if_N4500,tumor_change_percent_day84,units,digitization_note
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2440,1099,-25.6037,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2460,1108,-27.8238,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2480,1117,-30.0438,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2500,1126,-32.2639,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2520,1135,-34.4839,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2540,1144,-36.704,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2560,1153,-38.924,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2580,1162,-41.1441,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2600,1171,-43.3641,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2620,1180,-45.5842,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2640,1189,-47.8042,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2660,1198,-50.0243,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2680,1207,-52.8706,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2700,1216,-56.694,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2720,1225,-60.0452,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2740,1234,-63.1191,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2760,1243,-66.193,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2780,1252,-68.5257,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2800,1261,-71.3142,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2820,1270,-73.6509,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2840,1279,-76.4353,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2860,1288,-79.5092,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2880,1297,-81.8522,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2900,1306,-84.6304,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2920,1315,-87.7043,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2940,1324,-90.0534,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2960,1333,-92.8255,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.2980,1342,-95.1786,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3000,1351,-96.5092,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3020,1360,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3040,1369,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3060,1378,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3080,1387,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3100,1396,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3120,1405,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3140,1414,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3160,1423,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3180,1432,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3200,1441,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3220,1450,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3240,1459,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3260,1468,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3280,1477,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3300,1486,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3320,1495,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3340,1504,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3360,1513,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3380,1522,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3400,1531,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3420,1540,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3440,1549,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3460,1558,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3480,1567,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3500,1576,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3520,1585,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3540,1594,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3560,1603,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.3580,1612,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
